EAN,Price,ASIN,Sales Rank,Net Profit,Net Margin
'3600531469429,10.99,B077N6XM8Q,"#214, (Kosmetik)",-5.66 ,"-63,67 %"
'3600531631062,10.99,B08NVRWNP2,"#214, (Kosmetik)",-6.87 ,"-96,01 %"
'800897004521,9.59,B08MRF17R8,"#158.737, (Kosmetik)",-10.60 ,"-1.060,18 %"
'800897004484,9.59,B08MRGZ558,"#358.015, (Kosmetik)",-10.60 ,"-1.060,17 %"
'800897004576,9.59,B08MRC7JXN,"#946, (Kosmetik)",-4.10 ,"-40,20 %"
'800897004552,9.59,B08MRMLTKQ,"#946, (Kosmetik)",-3.85 ,"-40,18 %"
'800897004545,9.59,B08MRMLQRN,"#946, (Kosmetik)",-4.10 ,"-40,20 %"
'800897004538,9.59,B08MRKPT9H,"#946, (Kosmetik)",-4.10 ,"-40,19 %"
'800897004507,9.59,B08MRC8FBY,"#946, (Kosmetik)",-4.10 ,"-40,20 %"
'818107028748,59.0,B09V8G5WMR,-,-13.68 ,"-23,58 %"
'773602470228,38.99,B0BJZ61DGC,"#95.542, (Kosmetik)",-35.30 ,"-3.530,18 %"
'4052136111262,5.95,B08G9J2SKH,"#1.170, (Kosmetik)",-3.37 ,"-56,64 %"
'3600531638887,14.99,B09SM1NL88,"#779, (Kosmetik)",-6.01 ,"-40,20 %"
'3600531662226,14.99,B0B5ZZM49C,"#779, (Kosmetik)",-6.01 ,"-40,20 %"
'4020829045187,24.0,B06ZZFXQ5R,"#196.149, (Kosmetik)",-23.36 ,"-2.336,32 %"
'4020829045149,24.0,B071R5PDMT,"#23.328, (Kosmetik)",-6.06 ,"-23,45 %"
'4020829045101,24.0,B06ZZ4HGZY,"#23.328, (Kosmetik)",-5.21 ,"-19,23 %"
'4025087281186,4.99,B08ZKG4TGQ,"#245.394, (Kosmetik)",-0.56 ,"-6,27 %"
'4025087281209,4.99,B08ZKJ8DL8,"#29.634, (Kosmetik)",-0.54 ,"-5,96 %"
'4025087281148,4.72,B08ZKKFZ7W,"#181.311, (Kosmetik)",-0.38 ,"-4,31 %"
'4025087287027,4.7,B0999PMQ68,"#337.886, (Kosmetik)",-3.37 ,"-68,11 %"
'4025087287065,9.9,B0999K4HWL,"#29.634, (Kosmetik)",-7.74 ,"-156,40 %"
'4025087287164,7.92,B09P17B64P,"#80.713, (Kosmetik)",-4.47 ,"-56,39 %"
'4025087287140,6.58,B09P1764D8,"#80.713, (Kosmetik)",0.97 ,"6,46 %"
'4025087287324,7.96,B0BFX385LH,"#80.713, (Kosmetik)",-2.90 ,"-28,76 %"
'736150183958,33.0,B0BZJY7VWY,"#550.018, (Kosmetik)",-1.66 ,"-3,78 %"
'8025272632874,10.95,B077D9H7T2,"#2.874, (Kosmetik)",-4.70 ,"-42,73 %"
'8025272632881,10.95,B077D8QQ12,"#2.874, (Kosmetik)",-4.70 ,"-42,73 %"
'8025272632898,10.95,B077DKN63W,"#2.874, (Kosmetik)",-4.70 ,"-42,73 %"
'8025272632904,10.95,B077DD6M2P,"#2.874, (Kosmetik)",-4.72 ,"-43,10 %"
'8025272613125,10.95,B06XTSD1QZ,"#2.874, (Kosmetik)",-4.70 ,"-42,73 %"
'8025272613132,10.99,B077D5RCHV,"#2.874, (Kosmetik)",-4.72 ,"-47,18 %"
'8025272613163,10.95,B06XTSD2CZ,"#2.874, (Kosmetik)",-4.72 ,"-43,10 %"
'8025272613187,10.95,B06XTYBGZ4,"#2.874, (Kosmetik)",-4.72 ,"-43,10 %"
'8025272613309,10.0,B06XTL8RY5,"#2.874, (Kosmetik)",-4.14 ,"-38,93 %"
'8025272613323,10.95,B077DN795W,"#2.874, (Kosmetik)",-4.72 ,"-43,10 %"
'8025272613347,10.95,B07DGHVSS9,"#2.874, (Kosmetik)",-4.72 ,"-43,11 %"
'736150174253,36.5,B07VXYPBGP,"#136.577, (Kosmetik)",-10.87 ,"-29,78 %"
'736150161932,36.5,B079QMYCYM,"#136.577, (Kosmetik)",-8.71 ,"-24,02 %"
'736150161857,36.5,B079QW5PNT,"#136.577, (Kosmetik)",-4.30 ,"-10,09 %"
'736150161871,36.5,B079QS4DYW,"#136.577, (Kosmetik)",-8.56 ,"-23,45 %"
'736150174277,36.5,B07W37VVMP,"#136.577, (Kosmetik)",-19.25 ,"-91,60 %"
'736150161994,36.5,B079QTJMPX,-,-4.29 ,"-10,06 %"
'800897829926,7.49,B00IAJZZO4,"#2.009, (Kosmetik)",-4.37 ,"-58,64 %"
'800897142841,7.49,B004LXJO6S,"#2.009, (Kosmetik)",-3.68 ,"-49,09 %"
'800897142834,7.49,B07MMGTK34,"#2.009, (Kosmetik)",-3.71 ,"-49,80 %"
'800897849023,7.49,B019YUD8FK,"#2.009, (Kosmetik)",-3.71 ,"-49,81 %"
'800897078157,7.49,B07BR2MP4B,"#2.009, (Kosmetik)",-4.82 ,"-80,42 %"
'800897156022,7.49,B07CSJP93M,"#2.009, (Kosmetik)",-8.83 ,"-883,02 %"
'736150161918,36.5,B079QQVBGS,"#136.577, (Kosmetik)",-8.56 ,"-23,45 %"
'736150174314,36.5,B07VVT9CSQ,"#136.577, (Kosmetik)",-8.56 ,"-23,45 %"
'736150162014,36.5,B079QS2PVM,"#136.577, (Kosmetik)",-15.19 ,"-56,52 %"
'736150161956,36.5,B079R5YWZH,"#586.068, (Kosmetik)",-33.38 ,"-3.337,92 %"
'736150174291,36.5,B07VVS6GHJ,"#136.577, (Kosmetik)",-4.45 ,"-10,43 %"
'736150175106,23.74,B07VXXJG1H,"#136.577, (Kosmetik)",-8.52 ,"-37,74 %"
'4260390880019,35.45,B075JN2L3H,"#40.591, (Kosmetik)",-2.31 ,"-5,24 %"
'4025087484037,5.83,B07C6Y9ZND,"#2.237, (Kosmetik)",-3.65 ,"-62,68 %"
'800897129859,8.79,B09HNMRDSN,"#2.578, (Kosmetik)",-2.23 ,"-18,65 %"
'800897129798,11.99,B09J8N96V7,"#28.039, (Kosmetik)",-6.13 ,"-60,07 %"
'800897129781,9.59,B09HNMRQN2,"#2.578, (Kosmetik)",-3.84 ,"-40,04 %"
'800897129804,11.99,B09HNLRN8N,"#2.578, (Kosmetik)",-6.12 ,"-60,00 %"
'800897129811,11.99,B09F2NQY57,"#2.578, (Kosmetik)",-6.77 ,"-80,62 %"
'800897129774,9.6,B09HNMGGPR,"#2.578, (Kosmetik)",-3.85 ,"-40,14 %"
'689304055314,23.95,B00GI21NZA,"#199.815, (Kosmetik)",-22.77 ,"-2.277,09 %"
'30154957,9.99,B074DZFFR8,"#17.437, (Kosmetik)",-4.67 ,"-46,99 %"
'30175211,9.99,B07RSNK3MC,"#40.641, (Kosmetik)",-4.02 ,"-40,42 %"
'30181168,9.99,B08R8TV2XV,"#993, (Kosmetik)",-4.25 ,"-44,12 %"
'30158931,9.99,B094KDXQ16,"#1.415, (Kosmetik)",-4.67 ,"-46,97 %"
'4059729400024,8.49,B0BQZ4DG34,"#14.740, (Kosmetik)",-5.03 ,"-59,56 %"
'4059729410849,8.49,B0BQZ5M91G,"#14.740, (Kosmetik)",-10.32 ,"-1.032,44 %"
'4059729410887,8.49,B0BQZ4CTWJ,"#14.740, (Kosmetik)",-10.32 ,"-1.032,44 %"
'4059729410924,8.49,B0BQZ3XGTT,"#14.740, (Kosmetik)",-10.32 ,"-1.032,44 %"
'4059729410801,8.49,B0BQZ6HXR5,"#14.740, (Kosmetik)",-10.32 ,"-1.032,44 %"
'773602276219,24.0,B071GMTN4M,"#29.631, (Kosmetik)",-3.62 ,"-12,09 %"
'773602543878,16.61,B0BJZ645WR,"#74.471, (Kosmetik)",-6.00 ,"-37,55 %"
'736150171702,42.8,B08JM3ZZFB,"#408.135, (Kosmetik)",-5.89 ,"-12,02 %"
'7317851138510,10.99,B06XG5CNHY,"#436.896, (Kosmetik)",-11.78 ,"-1.178,25 %"
'3614272139022,44.6,B07FSY6G2W,"#135.702, (Kosmetik)",-16.43 ,"-47,02 %"
'818107022715,29.95,B07GL13WK4,-,-7.51 ,"-24,21 %"
'818107022777,33.0,B07GKWVB57,"#564.432, (Kosmetik)",1.01 ,"2,14 %"
'4260180218633,19.95,B08P5YB5B6,"#73.280, (Kosmetik)",-3.65 ,"-14,64 %"
'4059729034427,7.99,B07W85XZCR,"#200.464, (Kosmetik)",-9.91 ,"-990,70 %"
'4001638088336,23.5,B000ZP499I,"#1.270, (Kosmetik)",-7.41 ,"-31,09 %"
'5203069098260,17.17,B08RCDCSM1,"#31.069, (Kosmetik)",-2.74 ,"-11,99 %"
'020714125608,20.95,B000WN58QQ,"#34.054, (Kosmetik)",-3.43 ,"-13,23 %"
'800897017651,15.29,B01IW02HYG,"#1.297, (Kosmetik)",-5.04 ,"-31,47 %"
'800897017644,15.29,B01IW02HX2,"#1.297, (Kosmetik)",-6.66 ,"-46,22 %"
'800897207779,14.39,B08KTQPRBK,"#1.297, (Kosmetik)",-2.79 ,"-15,52 %"
'800897007300,16.89,B00LNS7D9Y,"#258.067, (Kosmetik)",-3.62 ,"-18,09 %"
'8428749337508,8.1,B0052608KY,"#9.486, (Kosmetik)",-2.97 ,"-29,73 %"
'9007867007143,11.95,B0105R20F0,"#151.534, (Kosmetik)",-12.58 ,"-1.258,32 %"
'716170144115,45.5,B00SWF347Q,"#101.223, (Kosmetik)",-10.58 ,"-23,26 %"
'800897005269,12.7,B08SDMH7VB,"#22.275, (Kosmetik)",-4.99 ,"-39,29 %"
'5060022303430,28.95,B09PCCD9FG,"#31.637, (Kosmetik)",-8.46 ,"-29,24 %"
'8809563100354,18.1,B0881CXMR5,"#76.243, (Kosmetik)",-18.80 ,"-1.879,53 %"
'194250000221,36.0,B09GW9V3M9,"#647.573, (Kosmetik)",-33.45 ,"-3.344,80 %"
'0194250000467,28.8,B09ZRM2ZZ4,-,-10.28 ,"-41,76 %"
'8435446418683,13.95,B0BBG7YZ86,"#5.643, (Kosmetik)",-5.15 ,"-36,78 %"
'8435446411301,13.95,B08XXQP3RG,"#2.306, (Kosmetik)",-6.59 ,"-55,39 %"
'8435446418690,13.95,B0BBG6V5FK,"#5.643, (Kosmetik)",-5.15 ,"-36,78 %"
'8435446418706,12.95,B0BBG6ZYTH,"#5.643, (Kosmetik)",-5.75 ,"-48,33 %"
'8435446418669,13.95,B0BBG7V7WJ,"#5.643, (Kosmetik)",-5.86 ,"-45,25 %"
'8435446419178,13.95,B0BWFGNV2P,"#5.643, (Kosmetik)",-6.59 ,"-55,39 %"
'8435446418645,13.95,B0BYH2L9DL,"#5.643, (Kosmetik)",-5.86 ,"-45,24 %"
'8435446418652,13.95,B0BYGYV241,"#5.643, (Kosmetik)",-5.15 ,"-36,78 %"
'8435446411172,11.16,B08XXT1RJN,"#2.306, (Kosmetik)",-4.19 ,"-34,91 %"
'8435446411486,13.95,B08XXKP2NR,"#2.306, (Kosmetik)",-7.35 ,"-74,96 %"
'8435446411295,13.95,B08XXT3BLM,"#2.306, (Kosmetik)",-5.17 ,"-37,05 %"
'8435446411493,13.95,B08XXT2D66,"#2.306, (Kosmetik)",-5.17 ,"-37,05 %"
'8435446411226,13.95,B08XXQXXGL,"#2.306, (Kosmetik)",-7.07 ,"-63,12 %"
'8435446411479,13.95,B08XXRRW24,"#2.306, (Kosmetik)",-7.07 ,"-63,12 %"
'8435446411264,13.95,B08XXQSFYR,"#2.306, (Kosmetik)",-5.17 ,"-37,05 %"
'8435446411356,13.95,B08XXQR4N9,"#2.306, (Kosmetik)",-7.07 ,"-63,12 %"
'30174139,7.99,B07PW4F4FQ,"#6.429, (Kosmetik)",-3.56 ,"-44,77 %"
'30174122,7.99,B07NKCJFQ2,"#285.231, (Kosmetik)",-9.06 ,"-906,01 %"
'30174115,7.99,B07PYDYBKS,"#6.429, (Kosmetik)",-9.25 ,"-925,02 %"
'30174207,6.66,B07BCLYZY9,"#3.980, (Kosmetik)",-2.87 ,"-37,57 %"
'30174092,7.99,B07PX9C458,"#3.980, (Kosmetik)",-3.75 ,"-47,19 %"
'30174184,7.99,B07B9ZSQFH,"#3.980, (Kosmetik)",-3.75 ,"-47,17 %"
'30174191,6.39,B07NKBNYWB,"#6.429, (Kosmetik)",-7.91 ,"-791,04 %"
'30179127,7.99,B0816Q532N,"#6.429, (Kosmetik)",-3.75 ,"-47,17 %"
'30179158,7.99,B0816QX15Z,"#139.566, (Kosmetik)",-9.06 ,"-906,01 %"
'773602435760,38.0,B071NQLJLJ,"#253.176, (Kosmetik)",-34.47 ,"-3.447,15 %"
'4020829007802,12.3,B00NC3VWLI,"#17.652, (Kosmetik)",-2.07 ,"-11,51 %"
'9007867007525,28.95,B06XY4YZ1T,"#63.142, (Kosmetik)",-7.08 ,"-22,87 %"
'3600523990184,14.52,B09C21BBK3,"#2.053, (Kosmetik)",-6.30 ,"-45,16 %"
'3600523989966,8.4,B09C21H6XC,"#6.020, (Kosmetik)",-3.68 ,"-35,69 %"
'3600523990177,14.52,B09C234326,"#2.053, (Kosmetik)",-6.58 ,"-48,54 %"
'3600523990160,14.52,B09C22PM1R,"#2.053, (Kosmetik)",-6.30 ,"-45,16 %"
'3600523990191,14.52,B09C22R4S5,"#2.053, (Kosmetik)",-6.30 ,"-45,16 %"
'3600523990214,14.52,B09C22GPJS,"#2.053, (Kosmetik)",-6.30 ,"-45,16 %"
'4020829083981,19.5,B08YNHLD41,"#306.608, (Kosmetik)",-1.69 ,"-6,57 %"
'800897004200,8.99,B0924YB59M,"#5.824, (Kosmetik)",-3.84 ,"-42,96 %"
'0800897004286,7.19,B0924X55LQ,-,-8.58 ,"-858,42 %"
'800897004231,8.99,B0924V9RQP,"#5.824, (Kosmetik)",-3.82 ,"-42,44 %"
'800897004217,8.99,B0924Y6ZJ6,"#5.824, (Kosmetik)",-3.84 ,"-42,94 %"
'800897004224,8.99,B0924X7P63,"#5.824, (Kosmetik)",-3.84 ,"-43,01 %"
'800897004279,8.99,B0924VXCC3,"#5.824, (Kosmetik)",-5.17 ,"-71,95 %"
'800897004255,8.99,B0924VQV68,"#5.824, (Kosmetik)",-3.84 ,"-42,96 %"
'800897004309,8.99,B0924YV7V6,"#61.958, (Kosmetik)",-3.83 ,"-42,82 %"
'3614272039445,27.95,B07BYS9584,"#244.358, (Kosmetik)",-1.72 ,"-4,78 %"
'4260390880163,22.0,B075JM35Z1,"#50.006, (Kosmetik)",-6.38 ,"-29,02 %"
'4260390880187,21.45,B075JMY2NJ,"#50.006, (Kosmetik)",-5.92 ,"-26,93 %"
'4260390880170,19.5,B075JMR1Z1,"#50.006, (Kosmetik)",-4.28 ,"-19,47 %"
'8885014070605,114.95,B07K47NTS6,"#36.733, (Kosmetik)",-20.98 ,"-18,25 %"
'9007867001011,22.95,B000Q0ZKK4,"#36.683, (Kosmetik)",-6.39 ,"-25,60 %"
'3605532973623,178.45,B00ABKGXRI,"#80.888, (Kosmetik)",7.93 ,"3,37 %"
'3264680025105,24.22,B08XYYJS6Q,"#14.601, (Baby)",-7.50 ,"-30,52 %"
'192333054802,64.5,B08XBBCJMC,"#191.337, (Kosmetik)",-10.70 ,"-15,51 %"
'3540550009452,35.0,B08698B14N,"#146.684, (Kosmetik)",-9.37 ,"-26,78 %"
'717334237278,37.5,B07G85CPF3,"#158.949, (Kosmetik)",-9.74 ,"-25,98 %"
'4008666390288,15.1,B06XKS2JYY,"#19.673, (Kosmetik)",-5.04 ,"-30,55 %"
'7350092133821,8.5,B07B8K64VY,"#5.934, (Kosmetik)",-2.50 ,"-21,99 %"
'717334261211,19.95,B0BKLRBVKM,-,-20.34 ,"-2.033,51 %"
'4025087340005,14.99,B07R5VZFPG,"#19.853, (Kosmetik)",-6.37 ,"-42,50 %"
'5060879821521,11.95,B09PP2VLGP,"#48.615, (Computer & Zubehör)",-4.50 ,"-32,19 %"
'5060022303423,31.95,B09PCBM8WB,"#46.384, (Kosmetik)",-9.01 ,"-28,21 %"
'9007867006658,38.95,B008N9L4DW,"#69.071, (Kosmetik)",-8.78 ,"-21,45 %"
'085805197858,40.4,B06WVTNKK7,"#28.790, (Kosmetik)",-9.80 ,"-24,26 %"
'9007867761373,14.95,B00W1D3SBC,"#112.107, (Kosmetik)",-16.76 ,"-1.676,26 %"
'9007867007839,24.95,B077Y5LZJD,"#109.116, (Kosmetik)",-7.55 ,"-28,00 %"
'8809416470054,30.0,B00OZEJ8R8,"#2.281, (Kosmetik)",-13.81 ,"-61,43 %"
'4260576410252,27.31,B07NPVSSPJ,"#44.542, (Drogerie & Körperpflege)",-26.15 ,"-2.615,01 %"
'767332809328,47.95,B083WM5G8N,"#49.392, (Computer & Zubehör)",-16.44 ,"-41,16 %"
'9007867007129,39.95,B00X5MW45E,"#129.743, (Kosmetik)",-8.67 ,"-20,63 %"
'3600523784431,13.69,B07ZH4FYST,"#2.859, (Kosmetik)",-7.19 ,"-74,02 %"
'3600523784486,13.69,B07ZH4H93R,"#2.331, (Kosmetik)",-5.78 ,"-45,32 %"
'3600523784493,13.4,B07ZH4GRHD,"#2.331, (Kosmetik)",-5.54 ,"-43,44 %"
'3600523784448,10.83,B07ZH4WQWX,"#2.331, (Kosmetik)",-4.58 ,"-45,80 %"
'3600523784424,10.5,B07ZH4WWSH,"#2.331, (Kosmetik)",-3.10 ,"-24,30 %"
'3600523784455,13.4,B07ZH3WLTG,"#2.331, (Kosmetik)",-6.74 ,"-67,40 %"
'8025272977128,10.4,B0B1MGRJYG,"#15.333, (Kosmetik)",-4.64 ,"-44,65 %"
'081555969936,6.66,B01M1H3RSB,"#2.505, (Kosmetik)",-2.61 ,"-32,64 %"
'081555969837,6.66,B009WI05BU,"#7.052, (Kosmetik)",-1.88 ,"-21,00 %"
'812267011633,7.0,B004BRX7NU,-,-8.42 ,"-842,02 %"
'812267011756,8.0,B004BS0PF2,-,-9.40 ,"-940,04 %"
'812267011114,8.0,B004BRUU4Y,-,-9.91 ,"-991,00 %"
'4008666650214,22.7,B00L847HXK,"#7.237, (Kosmetik)",-7.77 ,"-35,68 %"
'4008666650207,25.5,B00L847HVC,"#7.237, (Kosmetik)",-9.01 ,"-38,51 %"
'085805211554,35.95,B0BTTLKPZC,"#141.544, (Kosmetik)",-8.12 ,"-21,41 %"
'085805211530,89.0,B0BMP24L3N,"#255.780, (Kosmetik)",-15.40 ,"-16,74 %"
'689304011266,18.79,B07PYY68BT,"#23.680, (Kosmetik)",-5.84 ,"-30,91 %"
'689304011259,16.69,B07PZWQYC1,"#23.680, (Kosmetik)",-4.10 ,"-21,76 %"
'3614225562990,17.45,B07PW955BS,"#61.951, (Kosmetik)",-6.74 ,"-38,62 %"
'4001638529396,14.4,B099ZCY9JD,"#5.979, (Kosmetik)",-5.31 ,"-34,79 %"
'9007867007747,39.95,B08GQ8NGP2,"#193.006, (Kosmetik)",-8.93 ,"-21,29 %"
'9007867766316,60.95,B07X8RCZ5G,"#137.253, (Kosmetik)",-13.07 ,"-21,24 %"
'717334200104,41.5,B00URD72DI,"#118.231, (Kosmetik)",-9.96 ,"-24,00 %"
'670367013212,49.7,B002VJSGO0,"#75.558, (Kosmetik)",-11.19 ,"-22,52 %"
'8025272925570,8.95,B08WLZPNLF,"#30.814, (Kosmetik)",-3.39 ,"-35,68 %"
'8025272925587,8.95,B08WM2NQQ4,"#30.814, (Kosmetik)",-3.80 ,"-42,46 %"
'085805084264,18.5,B001JHJ928,"#32.310, (Kosmetik)",-5.87 ,"-31,71 %"
'818107026430,27.95,B08F9NGWBH,"#411.362, (Kosmetik)",1.45 ,"3,48 %"
'818107026447,27.95,B08F9WPS76,"#543.012, (Kosmetik)",5.13 ,"11,16 %"
'818107026454,27.95,B08F9BBKYJ,"#543.012, (Kosmetik)",0.52 ,"1,28 %"
'0689304186223,34.99,B09HR36ZVG,"#415.469, (Kosmetik)",-11.63 ,"-38,48 %"
'8025272635783,13.95,B078JYLSM1,"#10.150, (Kosmetik)",-5.17 ,"-37,07 %"
'8025272635790,11.2,B078JXXNK1,"#10.150, (Kosmetik)",-4.90 ,"-43,79 %"
'800897207281,10.39,B08VJ6LX99,"#6.419, (Kosmetik)",-2.87 ,"-22,15 %"
'3614271682291,55.45,B07K159BK5,"#434.669, (Kosmetik)",-12.45 ,"-22,45 %"
'4020829043589,13.5,B071L5YVRF,"#74.930, (Kosmetik)",-3.38 ,"-21,11 %"
'4020829043770,8.66,B071D5GM29,"#74.930, (Kosmetik)",-1.05 ,"-7,76 %"
'4020829043794,13.5,B06ZZ3CYXR,"#19.477, (Kosmetik)",-4.25 ,"-27,04 %"
'30153059,10.39,B09L1YB8TV,"#7.282, (Kosmetik)",-7.26 ,"-121,15 %"
'4009839117046,123.95,B000UP8EDA,"#23.458, (Kosmetik)",2.55 ,"1,59 %"
'085805110284,33.95,B005F8ZYPS,"#47.708, (Kosmetik)",-2.62 ,"-6,03 %"
'085805110321,42.4,B00GW724CW,"#47.708, (Kosmetik)",-10.48 ,"-24,71 %"
'085805110369,33.95,B00842O5PM,"#47.708, (Kosmetik)",-7.83 ,"-21,77 %"
'085805543044,45.0,B01BNUNZW0,"#296.679, (Kosmetik)",-14.14 ,"-35,11 %"
'800897188061,10.89,B07QSMKKS8,"#10.522, (Kosmetik)",-3.98 ,"-33,31 %"
'800897188054,10.89,B07QQH3NV5,"#10.522, (Kosmetik)",-6.24 ,"-61,17 %"
'800897188078,10.89,B07QRMJM23,"#12.423, (Kosmetik)",-5.19 ,"-50,89 %"
'800897188023,10.89,B07QPC2QQ8,"#10.522, (Kosmetik)",-5.84 ,"-69,56 %"
