EAN,Price,ASIN,Sales Rank,Net Profit,Net Margin
'812267010308,27.95,B004M6P2FQ,"#190.690, (Kosmetik)",-26.17 ,"-2.617,44 %"
'812267010391,23.8,B0060KVFXK,"#217.820, (Kosmetik)",-23.19 ,"-2.319,46 %"
'812267010384,23.8,B0060KVEFY,"#217.820, (Kosmetik)",8.59 ,"18,64 %"
'812267010377,27.2,B0060KVDNC,"#218.290, (Kosmetik)",-26.06 ,"-2.605,51 %"
'073930711476,11.6,B07ZVY9DQR,"#8.565, (Kosmetik)",-5.24 ,"-52,42 %"
'4015165352242,22.95,B091DQVP67,"#110.301, (Kosmetik)",-6.53 ,"-28,44 %"
'8809643523479,12.1,B08Z4D9TXD,"#201.662, (Kosmetik)",-13.75 ,"-1.375,25 %"
'5902082504009,5.95,B01JSHOMMC,"#7.857, (Kosmetik)",-4.21 ,"-82,80 %"
'085805084264,18.5,B001JHJ928,"#32.310, (Kosmetik)",-5.87 ,"-31,71 %"
'4019674610824,10.76,B005MQIZWC,"#20.118, (Kosmetik)",-3.87 ,"-32,39 %"
'800897188061,10.89,B07QSMKKS8,"#10.522, (Kosmetik)",-3.98 ,"-33,31 %"
'800897188054,10.89,B07QQH3NV5,"#10.522, (Kosmetik)",-6.24 ,"-61,17 %"
'800897188078,10.89,B07QRMJM23,"#12.423, (Kosmetik)",-5.19 ,"-50,89 %"
'800897188023,10.89,B07QPC2QQ8,"#10.522, (Kosmetik)",-5.84 ,"-69,56 %"
'800897188047,10.89,B07QPC2F82,"#269.378, (Kosmetik)",-2.58 ,"-18,41 %"
'800897203788,10.89,B086LJDDSF,-,-2.58 ,"-18,41 %"
'4052136062144,8.9,B01LYJYX5G,"#35.284, (Kosmetik)",-2.78 ,"-27,79 %"
'081555353551,4.75,B00CLJVHWI,-,-2.91 ,"-55,84 %"
'8025272635783,13.95,B078JYLSM1,"#10.150, (Kosmetik)",-5.17 ,"-37,07 %"
'8025272635790,11.2,B078JXXNK1,"#10.150, (Kosmetik)",-4.90 ,"-43,79 %"
'8025272635806,11.2,B078JYPVJ7,"#10.150, (Kosmetik)",-11.95 ,"-1.195,33 %"
