Spider "fwc" Started at "130520241433"

Total Previous Scraped Records Loaded from File: 1424
Search URL: https://www.fwc.gov.au/document-search?options=SearchType_3,SortOrder_agreement-date-desc,DocFromDate_01/01/2020&q=*&pagesize=50
Records Inserted In Output file "Fair Work Commission" Successfully: 0 
Records Inserted In Output file "Fair Work Commission" Successfully: 1 
Records Inserted In Output file "Fair Work Commission" Successfully: 2 
Records Inserted In Output file "Fair Work Commission" Successfully: 3 
Records Inserted In Output file "Fair Work Commission" Successfully: 4 
Records Inserted In Output file "Fair Work Commission" Successfully: 5 
Records Inserted In Output file "Fair Work Commission" Successfully: 6 
Records Inserted In Output file "Fair Work Commission" Successfully: 7 
Records Inserted In Output file "Fair Work Commission" Successfully: 8 
Records Inserted In Output file "Fair Work Commission" Successfully: 9 
Records Inserted In Output file "Fair Work Commission" Successfully: 10 
Records Inserted In Output file "Fair Work Commission" Successfully: 11 
Records Inserted In Output file "Fair Work Commission" Successfully: 12 
Records Inserted In Output file "Fair Work Commission" Successfully: 13 
Records Inserted In Output file "Fair Work Commission" Successfully: 14 
Records Inserted In Output file "Fair Work Commission" Successfully: 15 
Records Inserted In Output file "Fair Work Commission" Successfully: 16 
Records Inserted In Output file "Fair Work Commission" Successfully: 17 
Records Inserted In Output file "Fair Work Commission" Successfully: 18 
Records Inserted In Output file "Fair Work Commission" Successfully: 19 
Records Inserted In Output file "Fair Work Commission" Successfully: 20 
Records Inserted In Output file "Fair Work Commission" Successfully: 21 
Records Inserted In Output file "Fair Work Commission" Successfully: 22 
Records Inserted In Output file "Fair Work Commission" Successfully: 23 
Records Inserted In Output file "Fair Work Commission" Successfully: 24 
Records Inserted In Output file "Fair Work Commission" Successfully: 25 
Records Inserted In Output file "Fair Work Commission" Successfully: 26 
Records Inserted In Output file "Fair Work Commission" Successfully: 27 
Records Inserted In Output file "Fair Work Commission" Successfully: 28 
Records Inserted In Output file "Fair Work Commission" Successfully: 29 
Records Inserted In Output file "Fair Work Commission" Successfully: 30 
Records Inserted In Output file "Fair Work Commission" Successfully: 31 
Records Inserted In Output file "Fair Work Commission" Successfully: 32 
Records Inserted In Output file "Fair Work Commission" Successfully: 33 
Records Inserted In Output file "Fair Work Commission" Successfully: 34 
Records Inserted In Output file "Fair Work Commission" Successfully: 35 
Records Inserted In Output file "Fair Work Commission" Successfully: 36 
Records Inserted In Output file "Fair Work Commission" Successfully: 37 
