Date,Building Number,Project Name,Address,Status,Url
03/31/2006,2006-003566,SINGLE FAMILY STICK BUILT,"6331 CENTURY PARK PL, MABLETON GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04532&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003565,POOL/BARRIER,"925 CHEATHAM HILL RD, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04531&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003564,RENOVATION,"3950 AUSTELL RD, AUSTELL GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04530&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003563,REMODEL,"250 WORTHINGTON DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04529&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003562,REPERMIT,"2399 BLACK SWAN LN, ACWORTH GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04528&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003561,ELECTRIC,"877 GORDON COMBS RD, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04527&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003560,BANNER,"2821 CHASTAIN MEADOWS, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04526&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003559,INTERIOR REMODEL,"3642 BLAKEFORD WAY, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04525&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003558,WATER HEATER,"5856 BRIDGEMONT PL, ACWORTH GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04524&agencyCode=COBBCO&IsToShowInspection=
03/31/2006,2006-003557,WATER HEATER,"190 HOLT RD, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=04523&agencyCode=COBBCO&IsToShowInspection=
