Product Title,Price,EAN,URL
Thule Chariot Cross2,919.99,'872299048700,https://www.fahrrad-xxl.de/thule-chariot-cross-2-p00061694m001
Thule Chariot Cab2,989.99,'872299048748,https://www.fahrrad-xxl.de/thule-chariot-cab-2-p00061691m001
Thule Chariot Sport2,1.149.99,'872299048663,https://www.fahrrad-xxl.de/thule-chariot-sport-2-p00061696m001
Thule Chariot Sport1,999.99,'872299048649,https://www.fahrrad-xxl.de/thule-chariot-sport-1-p00061697m001
Thule Chariot Lite2,679.99,'872299048731,https://www.fahrrad-xxl.de/thule-chariot-lite-2-p00061692m001
Croozer Cargo Kalle,399.99,'4044494158379,https://www.fahrrad-xxl.de/croozer-cargo-kalle-m000069029
Thule Chariot Cross1,809.99,'872299048687,https://www.fahrrad-xxl.de/thule-chariot-cross-1-p00061695m001
TRAILGATOR Tandemstange,78.99,'4015493640059,https://www.fahrrad-xxl.de/trailgator-tandemstange-m000058292
Thule Chariot Lite1,589.99,'872299048724,https://www.fahrrad-xxl.de/thule-chariot-lite-1-p00061693m001
Babyschale Weber für Kinderanhänger,84.99,'737713383402,https://www.fahrrad-xxl.de/weber-babyschale-weber-fuer-kinderanhaenger-m000073964
Thule Achskupplung für Vollachse ohne QR,20.99,'872299041510,https://www.fahrrad-xxl.de/thule-achskupplung-fuer-vollachse-x0033486
Thule Chariot Infant Sling,94.99,'872299043064,https://www.fahrrad-xxl.de/thule-chariot-infant-sling-babysitz-x0033476
Thule Courier,622.99,'872299049684,https://www.fahrrad-xxl.de/thule-courier-m000051333
Croozer Dog Mikke,879.99,'4044494153817,https://www.fahrrad-xxl.de/croozer-dog-mikke-m000045789
Croozer Cargo Tuure,549.99,'4044494159215,https://www.fahrrad-xxl.de/croozer-cargo-tuure-m000069031
Croozer Babysitz - für alle Kid ab 2014,89.99,'4044494151660,https://www.fahrrad-xxl.de/croozer-babysitz-fuer-alle-kid-ab-2014-m000045781
Croozer Kid Vaaya 2,899.99,'4044494159192,https://www.fahrrad-xxl.de/croozer-croozer-kid-vaaya-2-p00055985m002
Thule Steckachse M12 x 1.0 Syntace,63.99,'872299038541,https://www.fahrrad-xxl.de/thule-achsadapter-syntace-x-12-achse-m000051330
Anhängerkupplung Weber EL,36.99,'737713380081,https://www.fahrrad-xxl.de/weber-anhaengerkupplung-weber-el-m000073962
Croozer Cargo Pakko,449.99,'4044494158386,https://www.fahrrad-xxl.de/croozer-cargo-pakko-m000069030
Croozer Dog Tammo,849.99,'4044494153831,https://www.fahrrad-xxl.de/croozer-dog-tammo-m000045790
Thule Courier - Pet Accessory,81.99,'091021771130,https://www.fahrrad-xxl.de/thule-courier-pet-accessory-m000051332
BURLEY Fahrradanhänger Bark Ranger,529.99,'840840013064,https://www.fahrrad-xxl.de/burley-fahrradanhaenger-bark-ranger-m000066092
Thule Baby Supporter,74.99,'872299046539,https://www.fahrrad-xxl.de/thule-baby-supporter-p00057215m001
Thule Chariot Lock Kit,48.99,'872299043088,https://www.fahrrad-xxl.de/thule-lock-kit-schlossset-x0033480
Thule Adapter für Nabenschaltungssystem Shimano,24.99,'872299037797,https://www.fahrrad-xxl.de/thule-adapter-fuer-shimano-nabenschaltung-x0033488
Thule Chariot Jogging Kit 2,136.99,'872299043019,https://www.fahrrad-xxl.de/thule-chariot-jog-kit-2-x0033475
Thule Organizer Sport Double,52.99,'872299043354,https://www.fahrrad-xxl.de/thule-console-1-fuer-einsitzer-m000011540
Croozer Dog Enna,829.99,'4044494153794,https://www.fahrrad-xxl.de/croozer-dog-enna-m000045788
"Croozer Achskupplung Universal Click&Crooz©, rund",21.99,'4044494147670,https://www.fahrrad-xxl.de/croozer-achskupplung-universal-click-und-crooz-c-rund-m000045770
Anhängerkupplung Weber EH,44.99,'737713380050,https://www.fahrrad-xxl.de/weber-anhaengerkupplung-weber-eh-m000073961
BURLEY Fahrradanhänger Bark Ranger XL,629.99,'840840014115,https://www.fahrrad-xxl.de/burley-fahrradanhaenger-bark-ranger-xl-m000076456
Hamax Outback One,549.99,'7029774000637,https://www.fahrrad-xxl.de/hamax-outback-one-m000054896
Hamax Breeze Two,899.99,'7029774002037,https://www.fahrrad-xxl.de/hamax-breeze-two-m000054894
Thule Footmuff Sport - Fußsack,102.99,'872299049677,https://www.fahrrad-xxl.de/thule-footmuff-sport-m000046862
Thule Cargo Rack 2,79.99,'872299043330,https://www.fahrrad-xxl.de/thule-cargo-rack-gepaecktraeger-m000011534
Thule Coaster XT Fahrradanhänger,319.99,'872299046195,https://www.fahrrad-xxl.de/thule-coaster-xt-inkl-fahrrad-und-buggyset-x0026793
Thule Chariot Padding 2 - Polsterung,69.99,'872299043101,https://www.fahrrad-xxl.de/thule-padding-2-sitzpolster-x0033478
Thule Chariot Jogging Kit 1,118.99,'872299043002,https://www.fahrrad-xxl.de/thule-chariot-jog-kit-1-x0033474
Babyschalenverkleinerung Weber,31.99,'737713381057,https://www.fahrrad-xxl.de/weber-babyschalenverkleinerung-weber-m000073965
Hamax Avenida One,329.99,'7029774000200,https://www.fahrrad-xxl.de/hamax-avenida-one-p00062092m001
Schnellspannachse Weber 175 mm verlänger,21.99,'737713381101,https://www.fahrrad-xxl.de/weber-schnellspannachse-weber-175-mm-verlaenger-m000073967
Thule Chariot Brake Kit,83.99,'872299043071,https://www.fahrrad-xxl.de/thule-jogging-brake-x0033479
Thule Storage Cover - Abdeckhaube,67.99,'872299037841,https://www.fahrrad-xxl.de/thule-schutzhuelle-x0033493
Thule Achskupplung ezHitch Kit mit Schnellspanner,32.99,'872299037780,https://www.fahrrad-xxl.de/thule-achskupplung-ezhitch-kit-mit-schnellspanner-x0033485
Thule Steckachse M12 x 1.5 Shimano,61.99,'872299045419,https://www.fahrrad-xxl.de/thule-thru-axle-m12-x-1-5-shimano-m000051341
Croozer Babysitz Winter-Set - für Babysitz ab 2018,43.99,'4044494151707,https://www.fahrrad-xxl.de/croozer-babysitz-winter-set-fuer-babysitz-ab-2018-m000045783
Thule Steckachse M12 x 1.75 Maxle/Trek,62.99,'872299041541,https://www.fahrrad-xxl.de/thule-achsadapter-p00061708m001
Focus Whistler 3.7 - 2023 - 29 Zoll - Diamant,499.99,'4000990415910,https://www.fahrrad-xxl.de/focus-whistler-3-7-m000060974
Romet Boreas 1 Lite - 2022 - 28 Zoll - Diamant,899.99,'5904803142514,https://www.fahrrad-xxl.de/romet-boreas-1-lite-m000060940
Raymon TourRay 1.0 - 2023 - 28 Zoll - Damen Sport,499.99,'4061453018871,https://www.fahrrad-xxl.de/raymon-tourray-1-0-p00059413m003
