Date,Building Number,Project Name,Address,Status,Url
01/31/2013,2013-000844,NEW TENANT MOVE IN ONLY,"6955 OAK RIDGE PKWY, SUITE 105, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00285&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000843,ELECTRIC,"865 SANDTOWN RD, MARIETTA GA 30008",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00284&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000842,NEW TENANT MOVE IN,"2018 POWERS FERRY RD, SUITE B-50, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00283&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000840,NEW TENANT MOVE IN,"825 JAMERSON RD, SUITE 204, MARIETTA GA 30066",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00282&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000837,NEW TENANT - INTERIOR RENO,"3200 WINDY HILL RD SE, SUITE 175E, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00281&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000836,HEATING,"2401 WINDY HILL RD, BLDG 1754, MARIETTA GA 30067",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00280&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000835,HEATING,"2401 WINDY HILL RD, BLDG 1802, MARIETTA GA 30067",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00279&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000832,HEATING,"2401 WINDY HILL RD, BLDG 2460, MARIETTA GA 30067",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00276&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000829,HEATING,"2401 WINDY HILL RD, BLDG 1751, MARIETTA GA 30067",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00273&agencyCode=COBBCO&IsToShowInspection=
01/31/2013,2013-000827,NEW TENANT - INTERIOR RENO,"2727 PACES FERRY RD, SUITE 600, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00272&agencyCode=COBBCO&IsToShowInspection=
