Date,Building Number,Project Name,Address,Status,Url
06/30/2005,2005-007390,RENOVATION,"2550 AKERS MILL RD, E, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=08097&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007441,SINGLE FAMILY STICK BUILT,"1510 SAGE RIDGE DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=08096&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007444,SINGLE FAMILY STICK BUILT,"239 MEADOW PATH DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=08088&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007446,SINGLE FAMILY STICK BUILT,"235 MEADOW PATH DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=08087&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007455,SPRINKLER SYSTEM,"3240 PERCH DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=08086&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007461,FREESTANDING BLDG,"3737 DALLAS ACWORTH HWY, ACWORTH GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=06HST&capID2=00000&capID3=08085&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007462,SEWER,"4296 ROCKY GLN, ROSWELL GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07503&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007460,RETAINING WALL,"6426 WOODLORE TRL, II, ACWORTH GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07389&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007459,RENOVATION,"4994 LOWER ROSWELL RD, 36, MARIETTA GA 30068",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07388&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007458,RENOVATION,"4994 LOWER ROSWELL RD, MARIETTA GA 30068",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07387&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007457,RENOVATION,"4994 LOWER ROSWELL RD, 38, MARIETTA GA 30068",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07386&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007456,SINGLE FAMILY STICK BUILT,"3871 HERITAGE OAKS DR, HIRAM GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07385&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007454,SPDS,"0 RIVERVIEW AND SOUTH COBB, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07384&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007453,FACE CHANGE/WALL SIGN,"2405 CANTON RD, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07383&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007452,ELECTRIC,"2300 GLENRIDGE DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07382&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007451,ELECTRIC,"1235 FRIENDSHIP CHURCH RD, GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07381&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007450,DEMO,"3051 SANDY PLAINS RD, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07380&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007449,BSMT FINISH,"141 COOPER LAKE RD, MABLETON GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07379&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007448,RENOVATION,"1299 JOHNSON FERRY RD, 500, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07378&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007447,RENOVATION,"3600 DALLAS HWY, 270, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07377&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007445,RENOVATION,"50 BARRETT PKY, 910, KENNESAW GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07376&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007443,SINGLE FAMILY STICK BUILT,"1527 SAGE RIDGE DR, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07375&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007442,SINGLE FAMILY STICK BUILT,"1502 SAGE RIDGE DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07374&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007440,POOL,"2945 SUMMITOP RD, MTTA/30066 GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07366&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007439,RENOVATION,"2364 POWDER SPRINGS RD, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07365&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007438,FREESTANDING,"6781 MABLETON PKY, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07364&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007437,BASEMENT FINISH,"3496 PRINCTON CORNERS DR, MTTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07363&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007436,RENOVATION,"4845 DALLAS HWY, POWDER SPRINGS GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07362&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007435,POOL,"5203 ELLIOTT RD, POWDER SPRINGS GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07361&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007434,BARRIER,"5203 ELLIOTT RD, POWDER SPRINGS GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07360&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007433,SPDS,"205 COOPER LAKE RD, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07359&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007432,BSMT FINISH,"1686 ASHBARK CT, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07358&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007431,HEATING,"1058 DELLA ST, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07357&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007430,HEATING,"2814 WINDSOR DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07356&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007429,HEATING,"5200 SUNSET TRL, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07355&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007428,SINGLE FAMILY STICK BUILT,"1087 LAKEFIELD WALK, I, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07354&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007427,SINGLE FAMILY STICK BUILT,"1088 LAKEFIELD WALK, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07353&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007426,SINGLE FAMILY STICK BUILT,"1068 LAKEFIELD WALK, I, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07352&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007425,RETAINING WALL,"5475 HIGHLAND PRESERVE DR, MABLETON GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07351&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007424,RETAINING WALL,"5483 H IGHLAND PRESERVE DR, MABLETON GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07350&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007423,ELECTRIC,"4117 SULLIVAN RD, POWDER SPRINGS GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07349&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007422,HEATING,"4408 BLACK STALLION DR, ROSWELL GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07348&agencyCode=COBBCO&IsToShowInspection=
06/30/2005,2005-007421,RENOVATION,"294 INTERSTATE NORTH CIR, 100, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=07347&agencyCode=COBBCO&IsToShowInspection=
